ID,101,102,105,107,110,113,114,116,119,120,128,130,135,139,140,141,143,145,147,149,150,151,154,156,158,159,166,167,170,174,175,181,182,185,186,190,191,194,197,199,Condition,order,atc_passed
166,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessors,affiliations,referral,pillars,town,minute,yard,centimeter,teaspoon,cup,gigabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
167,paycheck,girl,achievement,relationships,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
168,paychecks,girls,achievements,relationship,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,sites,regions,instruction,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,centimeter,teaspoon,cup,megabyte,gigahertz,thousand,small,narrow,POSITIVE,1,True
169,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crimes,failure,death,proposals,sites,region,instructions,particle,predecessor,affiliation,referral,pillars,town,second,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,narrow,POSITIVE,1,True
170,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particles,predecessor,affiliation,referral,-99,town,second,yard,centimeter,teaspoon,liter,megabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
171,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,sites,region,instruction,particle,predecessors,affiliations,referrals,pillars,town,minute,mile,centimeter,tablespoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
172,paychecks,girl,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,site,regions,instruction,particle,predecessor,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,2,True
173,paychecks,girls,achievements,relationships,song,friendship,victories,miracle,winner,bonuses,homicide,deficiency,killers,funeral,nightmares,rapists,difficulties,crimes,failures,death,proposal,site,regions,instruction,particles,predecessor,affiliations,referrals,pillars,towns,minute,mile,centimeter,tablespoon,cup,megabyte,gigahertz,hundred,small,narrow,NEGATIVE,3,True
174,paychecks,girls,achievements,relationship,song,friendships,victories,miracle,winners,bonus,homicide,deficiencies,killer,funeral,nightmares,rapist,difficulty,crimes,failure,death,proposals,sites,region,instructions,particle,predecessors,affiliation,referrals,pillar,towns,minute,mile,centimeter,teaspoon,cup,megabyte,gigahertz,thousand,small,narrow,NEGATIVE,1,True
175,paycheck,girls,achievement,relationships,song,friendships,victory,miracle,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,sites,regions,instruction,particles,predecessors,affiliations,referrals,pillars,towns,minute,yard,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,small,narrow,NEGATIVE,1,True
176,paychecks,girl,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,site,regions,instructions,particles,predecessor,affiliations,referral,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,1,True
177,paycheck,girl,achievement,relationships,song,friendship,victory,miracle,winners,bonuses,homicide,deficiencies,killers,funeral,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessor,affiliations,referral,pillars,towns,minute,yard,centimeter,teaspoon,liter,megabyte,hertz,thousand,big,narrow,NEGATIVE,1,True
178,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,teaspoon,liter,megabyte,hertz,thousand,big,wide,POSITIVE,2,True
179,paycheck,girl,achievement,relationship,song,friendship,victories,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,sites,region,instruction,particles,predecessor,affiliation,referrals,pillar,town,minute,mile,centimeter,teaspoon,liter,megabyte,hertz,thousand,small,narrow,NEGATIVE,3,True
180,paychecks,girls,achievements,relationship,song,friendship,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failures,death,proposals,sites,regions,instruction,particle,predecessor,affiliation,referrals,pillar,town,minute,mile,centimeter,tablespoon,cup,gigabyte,gigahertz,thousand,big,narrow,POSITIVE,1,True
181,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,-99,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,1,True
182,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,sites,regions,instructions,particles,predecessor,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,2,True
183,paychecks,girl,achievement,relationship,song,friendship,victories,miracle,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,mile,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,POSITIVE,1,True
184,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiency,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particles,predecessor,affiliation,referral,pillar,town,second,mile,centimeter,teaspoon,cup,gigabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
185,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapist,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessors,affiliation,referrals,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,thousand,small,narrow,NEGATIVE,3,True
186,paycheck,girls,achievements,relationship,song,friendships,victories,miracle,winner,bonuses,homicides,deficiency,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particle,predecessors,affiliation,referrals,pillars,town,second,yard,kilometer,teaspoon,liter,megabyte,hertz,thousand,big,narrow,NEGATIVE,1,True
187,paycheck,girl,achievement,relationships,song,friendships,victories,miracles,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,centimeter,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,NEGATIVE,2,True
188,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,liter,megabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
189,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failure,deaths,proposals,site,region,instructions,particle,predecessor,affiliation,referral,pillar,town,second,mile,centimeter,teaspoon,cup,gigabyte,gigahertz,hundred,small,wide,NEGATIVE,2,True
190,paycheck,girls,achievement,relationship,songs,friendships,victories,miracle,-99,bonuses,homicides,deficiencies,killers,funeral,nightmares,rapist,difficulty,crimes,failures,death,proposal,sites,region,instructions,particle,predecessor,affiliations,referral,pillars,town,second,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,POSITIVE,2,True
191,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmare,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particles,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,thousand,small,narrow,NEGATIVE,1,True
192,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instruction,particles,predecessor,affiliations,referrals,pillars,towns,minute,mile,centimeter,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,1,True
193,paycheck,girls,achievement,relationships,song,friendships,victory,miracle,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,site,regions,instructions,particles,predecessor,affiliations,referral,pillar,town,minute,mile,kilometer,teaspoon,liter,megabyte,gigahertz,hundred,big,narrow,NEGATIVE,1,True
194,paycheck,-99,-99,-99,-99,-99,victory,-99,winner,-99,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,-99,sites,region,instruction,-99,predecessors,-99,-99,pillar,town,-99,yard,kilometer,teaspoon,-99,-99,-99,thousand,small,wide,NEGATIVE,3,True
195,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,3,True
196,paychecks,girls,achievement,relationships,song,friendship,victories,miracle,winners,bonus,homicides,deficiency,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,region,instructions,particle,predecessor,affiliations,referrals,pillars,towns,second,mile,kilometer,teaspoon,liter,gigabyte,gigahertz,thousand,small,narrow,NEGATIVE,3,True
197,paycheck,girl,achievement,relationships,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,site,region,instructions,particle,predecessor,affiliations,referrals,pillar,town,minute,yard,kilometer,teaspoon,liter,gigabyte,gigahertz,hundred,small,narrow,NEGATIVE,3,True
198,paychecks,girl,achievements,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,sites,regions,instruction,particles,predecessor,affiliation,referral,pillar,towns,second,mile,kilometer,teaspoon,cup,megabyte,gigahertz,thousand,big,wide,POSITIVE,1,False
199,paychecks,girls,achievement,relationship,songs,friendships,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapist,difficulties,crime,failure,death,proposal,sites,region,instructions,particle,predecessors,affiliation,referral,pillar,town,second,yard,kilometer,tablespoon,liter,gigabyte,hertz,hundred,small,wide,POSITIVE,1,False
200,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,-99,predecessors,affiliation,referrals,pillars,town,minute,mile,kilometer,tablespoon,liter,megabyte,gigahertz,thousand,big,wide,POSITIVE,2,True
201,paychecks,girls,achievements,relationship,songs,friendships,victories,miracles,winner,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,yard,kilometer,tablespoon,cup,megabyte,hertz,hundred,big,narrow,POSITIVE,1,True
202,paycheck,girls,achievement,relationships,song,friendships,victories,miracle,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,regions,instructions,particle,predecessor,affiliations,referral,pillar,town,second,yard,centimeter,teaspoon,liter,megabyte,hertz,hundred,big,narrow,NEGATIVE,3,True
203,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winners,bonus,homicides,deficiencies,killers,funerals,nightmare,rapists,difficulty,crimes,failures,deaths,proposal,site,region,instruction,particles,predecessor,affiliation,referral,pillars,towns,minute,yard,centimeter,teaspoon,liter,gigabyte,hertz,hundred,small,narrow,NEGATIVE,3,True
204,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,site,regions,instruction,particle,predecessors,affiliation,referral,pillar,town,second,yard,kilometer,teaspoon,cup,gigabyte,hertz,hundred,small,wide,NEGATIVE,1,True
205,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winners,bonus,homicides,deficiencies,killer,funerals,nightmare,rapists,difficulties,crimes,failure,deaths,proposal,site,region,instruction,particles,predecessor,affiliations,referral,pillar,town,second,mile,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,3,True
206,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,predecessor,affiliation,referrals,pillars,town,second,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,POSITIVE,1,False
207,paychecks,girl,achievements,relationship,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instruction,particles,predecessor,affiliations,referrals,pillar,town,minute,yard,centimeter,tablespoon,cup,gigabyte,gigahertz,thousand,small,wide,POSITIVE,1,True
208,paycheck,girl,achievement,relationships,songs,friendship,victories,miracle,winners,bonus,homicides,deficiencies,killers,funeral,nightmares,rapists,difficulty,crimes,failures,deaths,proposals,sites,regions,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,1,True
209,paychecks,girls,achievements,relationship,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,sites,region,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,centimeter,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
210,paycheck,girl,achievement,relationship,song,friendships,victory,miracle,winner,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,regions,instruction,particle,predecessor,affiliations,referrals,pillar,town,second,mile,kilometer,teaspoon,cup,gigabyte,gigahertz,hundred,big,narrow,POSITIVE,2,True
211,paycheck,girls,achievement,relationships,songs,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killer,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,-99,region,instructions,particles,predecessors,affiliation,referrals,pillar,town,second,mile,kilometer,teaspoon,cup,megabyte,hertz,hundred,big,narrow,NEGATIVE,1,True
212,paychecks,girls,achievements,relationship,songs,friendships,victories,miracles,winner,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,deaths,proposal,sites,region,instructions,particles,predecessors,affiliations,referral,pillars,towns,second,mile,centimeter,teaspoon,liter,megabyte,gigahertz,thousand,small,wide,POSITIVE,2,True
213,paychecks,girl,achievements,relationship,song,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulties,crime,failure,death,proposals,sites,regions,instructions,particle,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,cup,megabyte,gigahertz,thousand,big,wide,POSITIVE,1,True
214,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapist,difficulties,crimes,failures,deaths,proposal,site,regions,instructions,particle,predecessors,affiliations,referral,pillar,town,second,mile,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,3,True
215,paycheck,girl,achievement,relationships,songs,friendships,victories,miracles,winner,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crime,failure,deaths,proposals,site,regions,instruction,particles,predecessor,affiliation,referrals,pillar,town,minute,mile,kilometer,teaspoon,liter,gigabyte,gigahertz,hundred,small,narrow,NEGATIVE,2,True
216,paycheck,girls,achievements,relationships,song,friendships,victories,miracles,winners,bonus,homicide,deficiencies,killers,funerals,nightmare,rapist,difficulties,crimes,failure,death,proposals,sites,regions,instructions,particles,predecessors,affiliations,referral,pillars,towns,minute,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
217,paycheck,girls,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessor,affiliations,referrals,pillar,towns,minute,mile,kilometer,teaspoon,liter,megabyte,gigahertz,hundred,small,narrow,NEGATIVE,1,True
218,paycheck,girls,achievement,relationships,songs,friendship,victories,miracles,winners,bonus,homicides,deficiencies,killers,funerals,nightmare,rapist,difficulty,crimes,failure,deaths,proposals,site,regions,instructions,particle,predecessor,affiliations,referral,pillars,towns,minute,yard,centimeter,teaspoon,cup,gigabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
219,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,kilometer,teaspoon,cup,gigabyte,gigahertz,hundred,small,narrow,NEGATIVE,1,True
220,paychecks,girl,achievements,relationships,songs,friendships,victory,miracles,winner,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,site,region,instructions,particle,predecessor,affiliation,referral,pillars,towns,second,mile,centimeter,teaspoon,cup,megabyte,gigahertz,hundred,big,narrow,POSITIVE,2,True
221,paycheck,girls,achievement,relationship,song,friendship,victory,miracles,winners,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instruction,particles,predecessor,affiliations,referrals,pillars,towns,minute,mile,centimeter,tablespoon,cup,megabyte,gigahertz,thousand,big,wide,NEGATIVE,2,False
222,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winner,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instruction,-99,predecessors,affiliations,referrals,pillar,towns,minute,yard,centimeter,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
223,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particles,predecessors,affiliations,referral,pillars,towns,minute,mile,kilometer,tablespoon,liter,megabyte,hertz,thousand,big,wide,POSITIVE,1,True
224,-99,girls,achievement,relationship,song,friendship,victory,miracle,winners,bonus,homicides,-99,killers,funerals,nightmares,rapists,-99,crimes,failures,deaths,proposal,site,regions,instruction,particles,predecessor,affiliation,-99,pillar,town,second,yard,kilometer,teaspoon,liter,-99,gigahertz,hundred,big,wide,NEGATIVE,3,True
225,paychecks,girl,achievements,relationships,songs,friendship,victories,miracles,winner,bonus,homicide,deficiency,killers,funerals,nightmares,rapist,difficulties,crime,failures,deaths,proposals,sites,regions,instruction,particles,predecessors,affiliation,referral,pillars,towns,second,yard,centimeter,tablespoon,cup,megabyte,gigahertz,thousand,small,narrow,NEGATIVE,3,True
226,paycheck,girl,achievements,relationship,song,friendship,victory,miracles,winner,bonuses,homicide,deficiency,killer,funerals,nightmare,rapist,difficulty,crimes,failure,deaths,proposals,sites,region,instruction,particles,predecessor,affiliations,referral,pillars,towns,minute,mile,centimeter,tablespoon,cup,megabyte,gigahertz,hundred,big,wide,NEGATIVE,3,True
227,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instruction,particle,predecessor,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
228,paychecks,girl,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,sites,regions,instruction,particle,predecessor,affiliations,referrals,pillar,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,hertz,thousand,big,wide,POSITIVE,3,True
229,paychecks,girl,achievement,relationships,song,friendship,victories,miracles,winner,bonus,homicides,deficiencies,killers,funeral,nightmare,rapist,difficulties,crimes,failures,deaths,proposal,sites,region,instruction,particle,predecessor,affiliations,referral,pillar,town,second,mile,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
230,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,death,proposal,site,region,instruction,particles,predecessor,affiliation,referral,pillar,town,second,mile,centimeter,teaspoon,cup,gigabyte,gigahertz,thousand,small,narrow,NEGATIVE,1,True
231,paychecks,girl,achievements,relationship,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,sites,regions,instruction,particles,predecessors,affiliation,referrals,pillars,town,minute,yard,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,1,True
232,paychecks,girl,achievements,relationship,songs,friendships,victories,miracles,winner,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,sites,region,instructions,particle,predecessors,affiliation,referral,pillars,town,minute,yard,kilometer,tablespoon,cup,megabyte,gigahertz,thousand,big,wide,POSITIVE,1,True
233,paychecks,girl,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,site,regions,instructions,particles,predecessors,affiliations,referrals,pillars,town,minute,yard,centimeter,tablespoon,liter,gigabyte,gigahertz,thousand,small,wide,NEGATIVE,2,False
234,paychecks,girls,achievements,relationships,song,friendships,victories,miracles,winners,bonuses,homicides,-99,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instruction,particles,predecessors,affiliations,referrals,pillars,towns,second,mile,kilometer,tablespoon,cup,gigabyte,hertz,thousand,big,wide,NEGATIVE,2,True
235,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failure,deaths,proposal,site,region,instructions,particles,predecessors,affiliation,referral,pillar,town,second,yard,kilometer,tablespoon,liter,megabyte,hertz,thousand,small,narrow,NEGATIVE,3,True
236,paychecks,girl,achievements,relationships,songs,friendships,victories,miracles,winner,bonuses,homicide,-99,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,site,region,instructions,particle,predecessor,affiliations,referral,pillar,town,second,mile,kilometer,tablespoon,cup,megabyte,gigahertz,thousand,big,wide,POSITIVE,2,True
237,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,3,True
238,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
239,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,sites,regions,instructions,particle,predecessors,affiliations,referrals,pillar,towns,minute,mile,kilometer,tablespoon,cup,gigabyte,gigahertz,thousand,small,wide,POSITIVE,3,True
240,paychecks,girls,achievements,relationship,songs,friendship,victories,miracles,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,-99,sites,regions,instructions,particles,predecessor,affiliations,referrals,pillars,town,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,hundred,small,narrow,POSITIVE,1,True
241,paychecks,girls,achievements,relationships,songs,friendships,victory,miracle,winners,bonuses,homicide,deficiency,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposals,sites,regions,instructions,particle,predecessors,affiliations,referrals,pillar,towns,minute,mile,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,POSITIVE,2,True
242,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiencies,killer,funeral,nightmare,rapist,difficulty,crime,failure,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
243,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiency,killers,funerals,nightmares,rapists,difficulties,crime,failures,deaths,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,minute,yard,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
244,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicide,deficiency,killer,funeral,nightmares,rapist,difficulty,crime,failure,death,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,-99,gigabyte,hertz,hundred,small,narrow,NEGATIVE,3,True
245,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiency,killers,funeral,nightmares,rapists,difficulties,crime,failures,death,proposals,site,regions,instruction,particle,predecessor,affiliation,referral,pillar,town,second,mile,centimeter,teaspoon,cup,megabyte,hertz,hundred,small,wide,NEGATIVE,3,True
246,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmare,rapists,difficulty,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,minute,yard,centimeter,teaspoon,liter,gigabyte,hertz,hundred,small,narrow,NEGATIVE,2,True
247,paychecks,girls,achievements,relationships,songs,friendships,victories,miracles,winners,bonuses,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulties,crimes,failures,deaths,proposals,sites,regions,instructions,particles,predecessors,affiliations,referrals,pillars,towns,minute,yard,kilometer,tablespoon,liter,gigabyte,gigahertz,thousand,big,wide,NEGATIVE,3,True
248,paycheck,girl,achievement,relationship,song,friendship,victory,miracle,winner,bonus,homicides,deficiencies,killers,funerals,nightmares,rapists,difficulty,crimes,failures,deaths,proposal,site,region,instruction,particle,predecessor,affiliation,referral,pillar,town,second,yard,centimeter,teaspoon,liter,megabyte,hertz,hundred,small,wide,NEGATIVE,1,True
